ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
-0.75,-1.521,-9.877,0.356,0.011
-0.74,-1.521,-9.877,0.356,0.011
-0.73,-1.521,-9.877,0.356,0.011
-0.72,-1.522,-9.877,0.356,0.011
-0.71,-1.522,-9.877,0.356,0.011
-0.7,-1.522,-9.876,0.356,0.011
-0.69,-1.522,-9.876,0.356,0.011
-0.68,-1.523,-9.876,0.356,0.011
-0.67,-1.523,-9.876,0.356,0.011
-0.66,-1.523,-9.876,0.356,0.011
-0.65,-1.524,-9.876,0.356,0.011
-0.64,-1.524,-9.876,0.356,0.011
-0.63,-1.524,-9.876,0.356,0.011
-0.62,-1.524,-9.876,0.356,0.011
-0.61,-1.525,-9.876,0.356,0.011
-0.6,-1.525,-9.876,0.356,0.01
-0.59,-1.525,-9.876,0.356,0.01
-0.58,-1.526,-9.876,0.356,0.01
-0.57,-1.526,-9.876,0.356,0.01
-0.56,-1.526,-9.876,0.356,0.01
-0.55,-1.526,-9.876,0.356,0.01
-0.54,-1.527,-9.876,0.356,0.01
-0.53,-1.527,-9.876,0.356,0.01
-0.52,-1.527,-9.876,0.356,0.01
-0.51,-1.528,-9.876,0.356,0.01
-0.5,-1.528,-9.876,0.356,0.01
-0.49,-1.528,-9.876,0.356,0.01
-0.48,-1.529,-9.875,0.356,0.01
-0.47,-1.529,-9.875,0.356,0.01
-0.46,-1.529,-9.875,0.356,0.01
-0.45,-1.529,-9.875,0.356,0.01
-0.44,-1.53,-9.875,0.356,0.01
-0.43,-1.53,-9.875,0.356,0.01
-0.42,-1.53,-9.875,0.356,0.01
-0.41,-1.531,-9.875,0.356,0.01
-0.4,-1.531,-9.875,0.356,0.01
-0.39,-1.531,-9.875,0.356,0.01
-0.38,-1.532,-9.875,0.356,0.01
-0.37,-1.532,-9.875,0.356,0.01
-0.36,-1.532,-9.875,0.356,0.01
-0.35,-1.532,-9.875,0.356,0.01
-0.34,-1.533,-9.875,0.356,0.009
-0.33,-1.533,-9.875,0.356,0.009
-0.32,-1.533,-9.875,0.356,0.009
-0.31,-1.534,-9.875,0.356,0.01
-0.3,-1.534,-9.875,0.356,0.01
-0.29,-1.534,-9.875,0.356,0.009
-0.28,-1.535,-9.875,0.356,0.009
-0.27,-1.535,-9.875,0.356,0.01
-0.26,-1.535,-9.874,0.356,0.01
-0.25,-1.535,-9.874,0.356,0.01
-0.24,-1.536,-9.874,0.356,0.009
-0.23,-1.536,-9.874,0.356,0.009
-0.22,-1.536,-9.874,0.356,0.009
-0.21,-1.537,-9.874,0.356,0.009
-0.2,-1.537,-9.874,0.356,0.009
-0.19,-1.537,-9.874,0.356,0.009
-0.18,-1.538,-9.874,0.356,0.009
-0.17,-1.538,-9.874,0.356,0.009
-0.16,-1.538,-9.874,0.356,0.01
-0.15,-1.537,-9.874,0.356,0.01
-0.14,-1.539,-9.874,0.356,0.011
-0.13,-1.541,-9.874,0.355,0.009
-0.12,-1.545,-9.873,0.354,0.003
-0.11,-1.547,-9.873,0.354,0
-0.1,-1.547,-9.873,0.354,-0.004
-0.09,-1.548,-9.873,0.354,-0.009
-0.08,-1.549,-9.872,0.354,-0.014
-0.07,-1.55,-9.872,0.354,-0.021
-0.06,-1.55,-9.872,0.354,-0.025
-0.05,-1.551,-9.872,0.354,-0.03
-0.04,-1.553,-9.872,0.353,-0.035
-0.03,-1.555,-9.871,0.352,-0.04
-0.02,-1.556,-9.871,0.351,-0.046
-0.01,-1.557,-9.871,0.35,-0.055
0,-1.558,-9.871,0.349,-0.068
0.01,9.999,-0.001,0.013,0
0.02,9.999,-0.002,0.03,0.001
0.03,9.999,-0.001,0.047,0.001
0.04,9.999,-0.001,0.058,0.001
0.05,9.999,0,0.065,0
0.06,9.999,0,0.071,0
0.07,9.999,-0.002,0.082,-0.001
0.08,9.999,-0.004,0.095,-0.002
0.09,9.999,-0.004,0.116,-0.002
0.1,9.999,-0.004,0.138,-0.002
0.11,9.998,-0.006,0.156,0
0.12,9.998,-0.007,0.18,0
0.13,9.997,-0.007,0.205,0.001
0.14,9.997,-0.007,0.231,0.001
0.15,9.996,-0.009,0.257,0
0.16,9.996,-0.01,0.275,0
0.17,9.995,-0.01,0.291,0
0.18,9.995,-0.01,0.304,-0.001
0.19,9.995,-0.01,0.314,-0.002
0.2,9.995,-0.011,0.315,-0.002
0.21,9.995,-0.011,0.307,-0.001
0.22,9.995,-0.012,0.293,-0.001
0.23,9.996,-0.013,0.273,-0.002
0.24,9.996,-0.013,0.247,-0.001
0.25,9.997,-0.013,0.218,0
0.26,9.998,-0.015,0.198,0.002
0.27,9.998,-0.016,0.189,0.004
0.28,9.997,-0.02,0.2,0.006
0.29,9.997,-0.024,0.216,0.009
0.3,9.997,-0.027,0.234,0.01
0.31,9.996,-0.028,0.244,0.01
0.32,9.997,-0.026,0.24,0.009
0.36,9.998,-0.023,0.171,0.003
0.37,9.998,-0.025,0.152,0.001
0.38,9.998,-0.025,0.143,0.001
0.39,9.999,-0.023,0.131,0.002
0.4,9.999,-0.025,0.122,0.002
0.41,9.999,-0.031,0.119,0.001
0.42,9.999,-0.036,0.118,0
0.43,9.999,-0.038,0.121,0.002
0.44,9.999,-0.039,0.12,0.003
0.45,9.999,-0.042,0.119,0.006
0.46,9.999,-0.05,0.117,0.008
0.47,9.999,-0.057,0.121,0.009
0.48,9.998,-0.06,0.135,0.013
0.49,9.998,-0.065,0.149,0.016
0.5,9.998,-0.073,0.162,0.02
0.51,9.998,-0.083,0.175,0.024
0.52,9.997,-0.091,0.187,0.028
0.53,9.997,-0.097,0.198,0.033
0.54,9.997,-0.106,0.208,0.04
0.55,9.996,-0.118,0.219,0.045
0.56,9.996,-0.129,0.23,0.051
0.57,9.995,-0.138,0.241,0.057
0.58,9.995,-0.149,0.25,0.065
0.59,9.995,-0.162,0.26,0.072
0.6,9.994,-0.176,0.27,0.08
0.61,9.993,-0.19,0.281,0.088
0.62,9.993,-0.203,0.291,0.095
0.63,9.992,-0.215,0.302,0.104
0.64,9.991,-0.229,0.312,0.114
0.65,9.99,-0.246,0.323,0.123
0.66,9.99,-0.261,0.333,0.132
0.67,9.989,-0.275,0.344,0.143
0.68,9.988,-0.291,0.355,0.154
0.69,9.987,-0.308,0.367,0.165
0.7,9.985,-0.326,0.379,0.177
0.71,9.984,-0.343,0.392,0.188
0.72,9.983,-0.359,0.407,0.201
0.73,9.981,-0.377,0.423,0.214
0.74,9.979,-0.397,0.439,0.228
0.75,9.977,-0.416,0.457,0.241
0.76,9.975,-0.434,0.476,0.256
0.77,9.973,-0.453,0.497,0.271
0.78,9.971,-0.473,0.518,0.287
0.79,9.968,-0.495,0.54,0.303
0.8,9.965,-0.515,0.564,0.319
0.81,9.962,-0.534,0.588,0.336
0.82,9.959,-0.556,0.612,0.353
0.83,9.955,-0.579,0.636,0.371
0.84,9.952,-0.6,0.662,0.389
0.85,9.948,-0.621,0.687,0.406
0.86,9.944,-0.643,0.713,0.425
0.87,9.94,-0.666,0.74,0.444
0.88,9.935,-0.689,0.767,0.463
0.89,9.931,-0.711,0.796,0.482
0.9,9.926,-0.733,0.825,0.501
0.91,9.92,-0.757,0.855,0.521
0.92,9.915,-0.781,0.885,0.541
0.93,9.909,-0.804,0.916,0.561
0.94,9.903,-0.827,0.948,0.581
0.95,9.897,-0.851,0.981,0.601
0.96,9.89,-0.875,1.014,0.622
0.97,9.883,-0.899,1.047,0.643
0.98,9.876,-0.922,1.081,0.664
0.99,9.868,-0.946,1.115,0.685
1,9.86,-0.971,1.149,0.707
1.01,9.852,-0.995,1.183,0.729
1.02,9.844,-1.019,1.217,0.751
1.03,9.836,-1.042,1.25,0.773
1.04,9.827,-1.066,1.283,0.795
1.05,9.818,-1.09,1.315,0.818
1.06,9.81,-1.113,1.346,0.84
1.07,9.801,-1.135,1.376,0.863
1.08,9.792,-1.157,1.406,0.886
1.09,9.783,-1.18,1.435,0.909
1.1,9.774,-1.202,1.463,0.933
1.11,9.765,-1.223,1.489,0.956
1.12,9.757,-1.243,1.512,0.98
1.13,9.748,-1.263,1.534,1.004
1.14,9.74,-1.283,1.554,1.028
1.15,9.732,-1.301,1.574,1.053
1.16,9.724,-1.319,1.591,1.078
1.17,9.716,-1.337,1.606,1.103
1.18,9.709,-1.354,1.62,1.128
1.19,9.701,-1.37,1.633,1.154
1.2,9.694,-1.385,1.645,1.179
1.21,9.687,-1.399,1.655,1.206
1.22,9.68,-1.414,1.662,1.232
1.23,9.674,-1.427,1.667,1.258
1.24,9.668,-1.438,1.67,1.286
1.25,9.663,-1.449,1.673,1.313
1.26,9.657,-1.46,1.673,1.34
1.27,9.652,-1.47,1.672,1.367
1.28,9.647,-1.478,1.669,1.395
1.29,9.643,-1.485,1.663,1.423
1.3,9.639,-1.492,1.656,1.45
1.31,9.636,-1.498,1.648,1.477
1.32,9.632,-1.502,1.637,1.505
1.33,9.63,-1.505,1.624,1.534
1.34,9.628,-1.506,1.608,1.561
1.35,9.626,-1.508,1.59,1.589
1.36,9.625,-1.508,1.57,1.617
1.37,9.624,-1.506,1.547,1.646
1.38,9.623,-1.503,1.521,1.674
