Scalar,Scalar
49.370785,39.127818
49.428254,39.127830
49.485723,39.127842
49.543192,39.127854
49.600661,39.127867
49.658130,39.127879
49.715599,39.127891
49.773068,39.127904
49.843114,39.127919
49.898582,39.127931
49.954049,39.127943
50.009517,39.127955
50.064985,39.127967
50.120452,39.127980
50.199151,39.127997
50.256720,39.128010
50.314290,39.128022
50.371859,39.128035
50.429429,39.128048
50.486998,39.128061
50.560215,39.128077
50.617983,39.128090
50.675752,39.128103
50.733520,39.128116
50.791289,39.128129
50.849057,39.128143
50.920389,39.128159
50.979751,39.128172
51.039114,39.128186
51.098476,39.128200
51.157838,39.128213
51.217200,39.128227
51.291083,39.128244
51.364965,39.128261
51.425999,39.128276
51.487032,39.128290
51.548066,39.128304
51.609099,39.128319
51.670132,39.128333
51.737587,39.128349
51.805042,39.128365
51.872496,39.128382
51.939951,39.128398
52.007405,39.128414
52.074860,39.128430
52.142315,39.128447
52.209769,39.128463
52.277224,39.128479
52.344678,39.128496
52.412133,39.128513
52.479587,39.128529
52.547042,39.128546
52.614497,39.128563
52.681951,39.128579
52.749406,39.128596
52.816860,39.128613
52.892615,39.128632
52.968371,39.128651
53.044126,39.128670
53.119881,39.128690
53.195636,39.128709
53.271391,39.128728
53.347146,39.128748
53.422902,39.128767
53.498657,39.128787
53.574412,39.128807
53.650167,39.128826
53.725922,39.128846
53.801677,39.128866
53.877432,39.128886
53.953188,39.128906
54.028943,39.128926
54.104698,39.128946
54.180453,39.128967
54.256208,39.128987
54.331963,39.129007
54.407718,39.129028
54.483474,39.129048
54.559229,39.129069
54.634984,39.129090
54.710739,39.129111
54.786494,39.129131
54.862249,39.129152
54.938005,39.129173
54.999777,39.129190
55.050299,39.129205
55.100822,39.129219
55.151344,39.129233
55.201866,39.129247
55.271470,39.129267
55.341075,39.129286
55.410679,39.129306
55.480284,39.129326
55.541427,39.129343
55.542306,39.129344
55.543185,39.129344
55.543395,39.129344
55.543605,39.129344
55.543633,39.129344
55.543671,39.129344
55.543709,39.129344
55.544090,39.129344
55.544470,39.129344
55.544850,39.129344
55.548653,39.129345
55.552455,39.129346
55.556258,39.129348
55.569853,39.129351
55.583447,39.129355
55.597042,39.129359
55.611745,39.129363
55.626448,39.129368
55.641151,39.129372
55.669562,39.129380
55.697974,39.129388
55.726385,39.129396
55.786173,39.129413
55.845962,39.129430
55.905750,39.129447
56.029118,39.129482
56.096261,39.129502
56.163404,39.129521
56.230547,39.129540
56.297690,39.129559
56.392811,39.129586
56.487933,39.129613
56.583055,39.129640
56.678176,39.129667
56.695404,39.129672
56.712632,39.129677
56.729860,39.129682
56.747555,39.129687
56.765249,39.129692
56.782944,39.129697
56.808215,39.129704
56.833487,39.129711
56.858758,39.129718
56.921177,39.129736
56.983597,39.129754
57.046016,39.129771
57.184604,39.129811
57.234741,39.129825
57.284877,39.129839
57.335013,39.129853
57.370291,39.129863
57.405568,39.129873
57.440846,39.129883
57.487994,39.129897
57.535143,39.129910
57.582292,39.129923
57.646604,39.129941
57.710915,39.129960
57.775227,39.129978
57.879863,39.130007
57.984499,39.130037
58.089135,39.130066
58.193771,39.130096
58.288535,39.130123
58.383299,39.130149
58.478064,39.130176
58.572828,39.130203
58.633069,39.130220
58.693310,39.130237
58.753551,39.130254
58.820274,39.130272
58.886998,39.130291
58.953722,39.130310
59.006962,39.130325
59.060202,39.130340
59.113441,39.130355
59.229368,39.130388
59.345294,39.130420
59.461221,39.130453
59.577147,39.130485
59.693073,39.130518
59.809000,39.130550
59.924926,39.130583
60.012181,39.130607
60.099436,39.130632
60.186691,39.130656
60.273946,39.130681
60.323679,39.130694
60.373413,39.130708
60.423146,39.130722
60.521777,39.130750
60.620407,39.130778
60.719037,39.130805
60.817667,39.130833
60.876644,39.130849
60.935621,39.130866
60.994598,39.130882
61.086829,39.130908
61.179061,39.130934
61.271292,39.130959
61.331238,39.130976
61.391185,39.130993
61.451131,39.131010
61.584833,39.131047
61.718534,39.131084
61.852236,39.131122
61.985938,39.131159
62.034125,39.131172
62.082311,39.131186
62.130498,39.131199
62.216308,39.131223
62.302118,39.131247
62.387928,39.131271
62.464597,39.131292
62.541266,39.131313
62.617934,39.131335
62.710608,39.131361
62.803282,39.131386
62.895956,39.131412
63.063375,39.131459
63.230793,39.131505
63.398212,39.131552
63.565630,39.131598
63.705936,39.131637
63.846242,39.131676
63.986548,39.131715
64.126854,39.131754
64.149937,39.131760
64.173020,39.131767
64.196102,39.131773
64.290947,39.131799
64.385792,39.131826
64.480637,39.131852
64.573123,39.131877
64.665608,39.131903
64.758094,39.131929
64.817130,39.131945
64.876167,39.131961
64.935203,39.131978
65.091728,39.132021
65.248252,39.132064
65.404777,39.132108
65.561301,39.132151
65.619847,39.132167
65.678393,39.132183
65.736939,39.132199
65.797805,39.132216
65.858671,39.132233
65.919538,39.132250
66.014454,39.132276
66.109370,39.132302
66.204286,39.132328
66.383967,39.132378
66.563649,39.132428
66.743330,39.132477
66.923011,39.132527
66.993056,39.132546
67.063100,39.132565
67.133144,39.132585
67.314033,39.132634
67.494922,39.132684
67.675810,39.132734
67.856699,39.132784
68.041099,39.132835
68.225499,39.132885
68.409899,39.132936
68.594299,39.132987
68.717894,39.133021
68.841488,39.133055
68.965082,39.133089
69.088676,39.133122
69.277133,39.133174
69.465590,39.133226
69.654048,39.133278
69.842505,39.133329
69.983396,39.133368
70.124287,39.133407
70.265178,39.133445
70.406069,39.133484
70.581567,39.133532
70.757066,39.133580
