# Altitude (m),Latitude (° N),Longitude (° E)
87.73047494250511,47.21315913030627,9.00378454319547
85.52340598672905,47.213158543759974,9.003781045423954
83.31682372283146,47.21315785739275,9.003777670577843
81.11071806510205,47.21315707897653,9.003774415757919
78.90508880967774,47.21315623737509,9.003771270331887
76.69995877331822,47.21315536425178,9.003768222636925
74.49531778562648,47.213154475419564,9.003765266774934
72.2911628137822,47.21315357878547,9.003762399788453
70.08749271650386,47.213152678302954,9.003759620182676
67.88430687917348,47.21315177594855,9.00375692719215
65.68160484590824,47.21315087271038,9.003754320415517
63.47938621421525,47.213149969082416,9.00375179963332
61.27765060197346,47.213149065311576,9.003749364717
59.07639763583876,47.213148161521296,9.003747015583436
56.87562694667527,47.213147257773194,9.003744752172237
54.675338167578225,47.21314635409812,9.003742574434398
52.47553093296203,47.213145450511405,9.003740482326608
50.27620487812325,47.213144547020725,9.003738475808436
48.077359639026575,47.21314364362985,9.0037365548409
45.87899485219865,47.213142740340636,9.003734719385767
43.68111015467492,47.21314183715402,9.003732969405192
41.483705183972695,47.21314093407039,9.00373130486155
39.28677957807735,47.21314003108994,9.003729725717342
37.090332975435025,47.21313912821273,9.003728231935145
34.894365014948555,47.21313822543876,9.003726823477605
32.69887533597507,47.213137322767956,9.003725500307413
30.503863578324378,47.21313642020033,9.003724262387305
28.30932938225778,47.213135517735765,9.003723109680054
26.11527238848706,47.21313461537427,9.003722042148478
23.921692238173616,47.213133713115724,9.003721059755433
21.7285885729276,47.21313281096009,9.003720162463807
19.53596103480712,47.21313190890729,9.003719350236533
17.343809266317447,47.213131006957305,9.00371862303658
15.152132910410222,47.21313010510999,9.003717980826952
12.960931610482676,47.21312920336536,9.003717423570695
10.770205010376845,47.2131283017233,9.003716951230892
8.579952754378798,47.21312740018377,9.003716563770658
6.390174487217863,47.21312649874671,9.003716261153153
4.200869854065853,47.213125597412024,9.003716043341571
2.01203850053629,47.213124696179676,9.003715910299144
0,47.21312386743198,9.003715846487971
